PLUS_MINUS,game,handicap,odds,name,description,first,hit
29,2024-01-23 Utah Jazz,6.5,92.5925925925926,Utah Jazz,Spread Betting,1.0,0.0
29,2024-01-23 Utah Jazz,18.5,78.125,Utah Jazz,Spread Betting,0.0,0.0
5,2024-01-23 Brooklyn Nets,3.5,92.5925925925926,Brooklyn Nets,Spread Betting,1.0,0.0
5,2024-01-23 Brooklyn Nets,3.5,87.71929824561403,Brooklyn Nets,Spread Betting,0.0,0.0
-5,2024-01-23 New York Knicks,-3.5,89.28571428571429,New York Knicks,Spread Betting,1.0,1.0
-5,2024-01-23 New York Knicks,-4.5,76.92307692307693,New York Knicks,Spread Betting,0.0,1.0
5,2024-01-23 Indiana Pacers,5.5,87.71929824561403,Indiana Pacers,Spread Betting,1.0,1.0
5,2024-01-23 Indiana Pacers,-3.5,94.33962264150944,Indiana Pacers,Spread Betting,0.0,0.0
-5,2024-01-23 Denver Nuggets,-5.5,94.33962264150944,Denver Nuggets,Spread Betting,1.0,0.0
-5,2024-01-23 Denver Nuggets,3.5,81.9672131147541,Denver Nuggets,Spread Betting,0.0,1.0
-3,2024-01-22 Charlotte Hornets,14.0,89.28571428571429,Charlotte Hornets,Spread Betting,1.0,1.0
-3,2024-01-22 Charlotte Hornets,10.5,102.0,Charlotte Hornets,Spread Betting,0.0,1.0
3,2024-01-22 Minnesota Timberwolves,-14.0,92.5925925925926,Minnesota Timberwolves,Spread Betting,1.0,0.0
3,2024-01-22 Minnesota Timberwolves,-10.5,75.75757575757575,Minnesota Timberwolves,Spread Betting,0.0,0.0
15,2024-01-22 Atlanta Hawks,8.0,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,0.0
15,2024-01-22 Atlanta Hawks,17.5,74.07407407407408,Atlanta Hawks,Spread Betting,0.0,1.0
-15,2024-01-22 Sacramento Kings,-8.0,90.9090909090909,Sacramento Kings,Spread Betting,1.0,1.0
-15,2024-01-22 Sacramento Kings,-17.5,104.0,Sacramento Kings,Spread Betting,0.0,0.0
-8,2024-01-22 Memphis Grizzlies,7.0,90.9090909090909,Memphis Grizzlies,Spread Betting,1.0,1.0
-8,2024-01-22 Memphis Grizzlies,-1.5,88.49557522123894,Memphis Grizzlies,Spread Betting,0.0,1.0
8,2024-01-22 Toronto Raptors,-7.0,90.9090909090909,Toronto Raptors,Spread Betting,1.0,0.0
8,2024-01-22 Toronto Raptors,1.5,86.95652173913044,Toronto Raptors,Spread Betting,0.0,0.0
2,2024-01-22 Chicago Bulls,5.5,87.71929824561403,Chicago Bulls,Spread Betting,1.0,1.0
2,2024-01-22 Chicago Bulls,-8.5,84.7457627118644,Chicago Bulls,Spread Betting,0.0,0.0
-2,2024-01-22 Phoenix Suns,-5.5,94.33962264150944,Phoenix Suns,Spread Betting,1.0,0.0
-2,2024-01-22 Phoenix Suns,7.5,76.92307692307693,Phoenix Suns,Spread Betting,0.0,1.0
-9,2024-01-22 Boston Celtics,-3.0,94.33962264150944,Boston Celtics,Spread Betting,1.0,1.0
-9,2024-01-22 Boston Celtics,-5.5,81.9672131147541,Boston Celtics,Spread Betting,0.0,1.0
9,2024-01-22 Dallas Mavericks,2.5,92.5925925925926,Dallas Mavericks,Spread Betting,1.0,0.0
9,2024-01-22 Dallas Mavericks,5.5,94.33962264150944,Dallas Mavericks,Spread Betting,0.0,0.0
-10,2024-01-22 Philadelphia 76ers,-14.0,94.33962264150944,Philadelphia 76ers,Spread Betting,1.0,0.0
-10,2024-01-22 Philadelphia 76ers,-9.5,72.46376811594203,Philadelphia 76ers,Spread Betting,0.0,1.0
10,2024-01-22 San Antonio Spurs,13.5,90.9090909090909,San Antonio Spurs,Spread Betting,1.0,1.0
10,2024-01-22 San Antonio Spurs,10.5,86.95652173913044,San Antonio Spurs,Spread Betting,0.0,1.0
9,2024-01-22 Detroit Pistons,12.5,87.71929824561403,Detroit Pistons,Spread Betting,1.0,1.0
9,2024-01-22 Detroit Pistons,9.5,84.7457627118644,Detroit Pistons,Spread Betting,0.0,1.0
-9,2024-01-22 Milwaukee Bucks,-12.5,94.33962264150944,Milwaukee Bucks,Spread Betting,1.0,0.0
-9,2024-01-22 Milwaukee Bucks,-9.5,90.9090909090909,Milwaukee Bucks,Spread Betting,0.0,0.0
-27,2024-01-22 Cleveland Cavaliers,-2.0,89.28571428571429,Cleveland Cavaliers,Spread Betting,1.0,1.0
-27,2024-01-22 Cleveland Cavaliers,-18.5,71.42857142857143,Cleveland Cavaliers,Spread Betting,0.0,1.0
27,2024-01-22 Orlando Magic,2.0,92.5925925925926,Orlando Magic,Spread Betting,1.0,0.0
27,2024-01-22 Orlando Magic,19.5,92.5925925925926,Orlando Magic,Spread Betting,0.0,0.0
24,2024-01-21 Portland Trail Blazers,11.5,90.9090909090909,Portland Trail Blazers,Spread Betting,1.0,0.0
24,2024-01-21 Portland Trail Blazers,17.5,98.0392156862745,Portland Trail Blazers,Spread Betting,0.0,0.0
-24,2024-01-21 Los Angeles Lakers,-11.5,90.9090909090909,Los Angeles Lakers,Spread Betting,1.0,1.0
-24,2024-01-21 Los Angeles Lakers,-16.5,98.0392156862745,Los Angeles Lakers,Spread Betting,0.0,1.0
7,2024-01-21 Indiana Pacers,6.5,94.33962264150944,Indiana Pacers,Spread Betting,1.0,0.0
7,2024-01-21 Indiana Pacers,5.5,98.0392156862745,Indiana Pacers,Spread Betting,0.0,0.0
-7,2024-01-21 Phoenix Suns,-6.5,87.71929824561403,Phoenix Suns,Spread Betting,1.0,1.0
-7,2024-01-21 Phoenix Suns,-5.5,78.125,Phoenix Suns,Spread Betting,0.0,1.0
-9,2024-01-21 Boston Celtics,-12.0,94.33962264150944,Boston Celtics,Spread Betting,1.0,0.0
-9,2024-01-21 Boston Celtics,-17.5,87.71929824561403,Boston Celtics,Spread Betting,0.0,0.0
9,2024-01-21 Houston Rockets,12.0,87.71929824561403,Houston Rockets,Spread Betting,1.0,1.0
9,2024-01-21 Houston Rockets,17.5,87.71929824561403,Houston Rockets,Spread Betting,0.0,1.0
9,2024-01-21 Washington Wizards,12.5,90.9090909090909,Washington Wizards,Spread Betting,1.0,1.0
9,2024-01-21 Washington Wizards,14.5,100.0,Washington Wizards,Spread Betting,0.0,1.0
-9,2024-01-21 Denver Nuggets,-12.5,90.9090909090909,Denver Nuggets,Spread Betting,1.0,0.0
-9,2024-01-21 Denver Nuggets,-14.5,76.92307692307693,Denver Nuggets,Spread Betting,0.0,0.0
18,2024-01-21 Miami Heat,1.0,90.9090909090909,Miami Heat,Spread Betting,1.0,0.0
18,2024-01-21 Miami Heat,1.5,100.0,Miami Heat,Spread Betting,0.0,0.0
-18,2024-01-21 Orlando Magic,-1.0,90.9090909090909,Orlando Magic,Spread Betting,1.0,1.0
-18,2024-01-21 Orlando Magic,-3.5,84.7457627118644,Orlando Magic,Spread Betting,0.0,1.0
11,2024-01-21 Brooklyn Nets,10.5,89.28571428571429,Brooklyn Nets,Spread Betting,1.0,0.0
11,2024-01-21 Brooklyn Nets,-1.5,78.125,Brooklyn Nets,Spread Betting,0.0,0.0
6,2024-01-20 Detroit Pistons,13.5,89.28571428571429,Detroit Pistons,Spread Betting,1.0,1.0
6,2024-01-20 Detroit Pistons,7.5,69.44444444444444,Detroit Pistons,Spread Betting,0.0,1.0
-5,2024-01-20 Oklahoma City Thunder,3.0,92.5925925925926,Oklahoma City Thunder,Spread Betting,1.0,1.0
-5,2024-01-20 Oklahoma City Thunder,2.5,78.125,Oklahoma City Thunder,Spread Betting,0.0,1.0
5,2024-01-20 Minnesota Timberwolves,-3.0,89.28571428571429,Minnesota Timberwolves,Spread Betting,1.0,0.0
5,2024-01-20 Minnesota Timberwolves,1.5,92.5925925925926,Minnesota Timberwolves,Spread Betting,0.0,0.0
1,2024-01-20 Utah Jazz,2.0,90.9090909090909,Utah Jazz,Spread Betting,1.0,1.0
1,2024-01-20 Utah Jazz,9.5,72.46376811594203,Utah Jazz,Spread Betting,0.0,1.0
-1,2024-01-20 Houston Rockets,-2.0,90.9090909090909,Houston Rockets,Spread Betting,1.0,0.0
-1,2024-01-20 Houston Rockets,-9.5,106.0,Houston Rockets,Spread Betting,0.0,0.0
29,2024-01-20 Memphis Grizzlies,7.5,92.5925925925926,Memphis Grizzlies,Spread Betting,1.0,0.0
29,2024-01-20 Memphis Grizzlies,10.5,112.0,Memphis Grizzlies,Spread Betting,0.0,0.0
-29,2024-01-20 Chicago Bulls,-7.5,89.28571428571429,Chicago Bulls,Spread Betting,1.0,1.0
-29,2024-01-20 Chicago Bulls,-10.5,68.4931506849315,Chicago Bulls,Spread Betting,0.0,1.0
-26,2024-01-20 New York Knicks,-7.5,90.9090909090909,New York Knicks,Spread Betting,1.0,1.0
-26,2024-01-20 New York Knicks,-5.5,84.7457627118644,New York Knicks,Spread Betting,0.0,1.0
26,2024-01-20 Toronto Raptors,7.5,90.9090909090909,Toronto Raptors,Spread Betting,1.0,0.0
26,2024-01-20 Toronto Raptors,5.5,90.9090909090909,Toronto Raptors,Spread Betting,0.0,0.0
21,2024-01-20 Atlanta Hawks,2.0,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,0.0
21,2024-01-20 Atlanta Hawks,10.5,102.0,Atlanta Hawks,Spread Betting,0.0,0.0
-21,2024-01-20 Cleveland Cavaliers,-2.5,90.9090909090909,Cleveland Cavaliers,Spread Betting,1.0,1.0
-21,2024-01-20 Cleveland Cavaliers,-10.5,75.75757575757575,Cleveland Cavaliers,Spread Betting,0.0,1.0
4,2024-01-20 Washington Wizards,-2.0,89.28571428571429,Washington Wizards,Spread Betting,1.0,0.0
4,2024-01-20 Washington Wizards,3.5,84.7457627118644,Washington Wizards,Spread Betting,0.0,0.0
-4,2024-01-20 San Antonio Spurs,2.0,92.5925925925926,San Antonio Spurs,Spread Betting,1.0,1.0
-4,2024-01-20 San Antonio Spurs,-3.5,90.9090909090909,San Antonio Spurs,Spread Betting,0.0,1.0
-8,2024-01-20 Philadelphia 76ers,-12.0,89.28571428571429,Philadelphia 76ers,Spread Betting,1.0,0.0
-8,2024-01-20 Philadelphia 76ers,-7.5,87.71929824561403,Philadelphia 76ers,Spread Betting,0.0,1.0
8,2024-01-20 Charlotte Hornets,12.0,92.5925925925926,Charlotte Hornets,Spread Betting,1.0,1.0
8,2024-01-20 Charlotte Hornets,7.5,87.71929824561403,Charlotte Hornets,Spread Betting,0.0,0.0
-6,2024-01-20 Milwaukee Bucks,-13.0,87.71929824561403,Milwaukee Bucks,Spread Betting,1.0,0.0
-6,2024-01-20 Milwaukee Bucks,-7.5,110.0,Milwaukee Bucks,Spread Betting,0.0,0.0
4,2024-01-19 San Antonio Spurs,4.5,94.33962264150944,San Antonio Spurs,Spread Betting,1.0,1.0
4,2024-01-19 San Antonio Spurs,6.5,102.0,San Antonio Spurs,Spread Betting,0.0,1.0
18,2024-01-19 Los Angeles Lakers,-7.5,92.5925925925926,Los Angeles Lakers,Spread Betting,1.0,0.0
18,2024-01-19 Los Angeles Lakers,-8.5,87.71929824561403,Los Angeles Lakers,Spread Betting,0.0,0.0
-18,2024-01-19 Brooklyn Nets,7.0,92.5925925925926,Brooklyn Nets,Spread Betting,1.0,1.0
-18,2024-01-19 Brooklyn Nets,8.5,87.71929824561403,Brooklyn Nets,Spread Betting,0.0,1.0
3,2024-01-19 Indiana Pacers,-8.5,94.33962264150944,Indiana Pacers,Spread Betting,1.0,0.0
3,2024-01-19 Indiana Pacers,3.5,106.0,Indiana Pacers,Spread Betting,0.0,1.0
-3,2024-01-19 Portland Trail Blazers,8.5,87.71929824561403,Portland Trail Blazers,Spread Betting,1.0,1.0
-3,2024-01-19 Portland Trail Blazers,-3.5,72.46376811594203,Portland Trail Blazers,Spread Betting,0.0,0.0
-4,2024-01-19 Charlotte Hornets,-4.5,87.71929824561403,Charlotte Hornets,Spread Betting,1.0,0.0
-4,2024-01-19 Charlotte Hornets,-8.5,84.7457627118644,Charlotte Hornets,Spread Betting,0.0,0.0
1,2024-01-19 Miami Heat,-7.0,90.9090909090909,Miami Heat,Spread Betting,1.0,0.0
1,2024-01-19 Miami Heat,-3.5,71.42857142857143,Miami Heat,Spread Betting,0.0,0.0
-1,2024-01-19 Atlanta Hawks,7.0,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,1.0
-1,2024-01-19 Atlanta Hawks,3.5,108.0,Atlanta Hawks,Spread Betting,0.0,1.0
14,2024-01-19 New Orleans Pelicans,-2.5,90.9090909090909,New Orleans Pelicans,Spread Betting,1.0,0.0
14,2024-01-19 New Orleans Pelicans,13.5,100.0,New Orleans Pelicans,Spread Betting,0.0,0.0
-14,2024-01-19 Phoenix Suns,2.5,90.9090909090909,Phoenix Suns,Spread Betting,1.0,1.0
-14,2024-01-19 Phoenix Suns,-11.5,104.0,Phoenix Suns,Spread Betting,0.0,1.0
2,2024-01-19 Boston Celtics,-7.0,89.28571428571429,Boston Celtics,Spread Betting,1.0,0.0
2,2024-01-19 Boston Celtics,-10.5,75.75757575757575,Boston Celtics,Spread Betting,0.0,0.0
-2,2024-01-19 Denver Nuggets,7.0,92.5925925925926,Denver Nuggets,Spread Betting,1.0,1.0
-2,2024-01-19 Denver Nuggets,10.5,102.0,Denver Nuggets,Spread Betting,0.0,1.0
15,2024-01-19 Orlando Magic,5.0,94.33962264150944,Orlando Magic,Spread Betting,1.0,0.0
15,2024-01-19 Orlando Magic,4.5,83.33333333333334,Orlando Magic,Spread Betting,0.0,0.0
-15,2024-01-19 Philadelphia 76ers,-5.0,87.71929824561403,Philadelphia 76ers,Spread Betting,1.0,1.0
-15,2024-01-19 Philadelphia 76ers,-9.5,94.33962264150944,Philadelphia 76ers,Spread Betting,0.0,1.0
5,2024-01-18 Sacramento Kings,-8.5,90.9090909090909,Sacramento Kings,Spread Betting,1.0,0.0
5,2024-01-18 Sacramento Kings,3.5,100.0,Sacramento Kings,Spread Betting,0.0,0.0
-5,2024-01-18 Indiana Pacers,8.5,90.9090909090909,Indiana Pacers,Spread Betting,1.0,1.0
-5,2024-01-18 Indiana Pacers,3.5,76.92307692307693,Indiana Pacers,Spread Betting,0.0,1.0
5,2024-01-18 Utah Jazz,3.5,87.71929824561403,Utah Jazz,Spread Betting,1.0,0.0
5,2024-01-18 Utah Jazz,7.5,90.9090909090909,Utah Jazz,Spread Betting,0.0,1.0
-5,2024-01-18 Oklahoma City Thunder,-3.0,89.28571428571429,Oklahoma City Thunder,Spread Betting,1.0,1.0
-5,2024-01-18 Oklahoma City Thunder,-5.5,84.7457627118644,Oklahoma City Thunder,Spread Betting,0.0,0.0
15,2024-01-18 Memphis Grizzlies,12.5,90.9090909090909,Memphis Grizzlies,Spread Betting,1.0,0.0
15,2024-01-18 Memphis Grizzlies,4.5,94.33962264150944,Memphis Grizzlies,Spread Betting,0.0,0.0
-15,2024-01-18 Minnesota Timberwolves,-12.5,90.9090909090909,Minnesota Timberwolves,Spread Betting,1.0,1.0
-15,2024-01-18 Minnesota Timberwolves,-4.5,81.9672131147541,Minnesota Timberwolves,Spread Betting,0.0,1.0
4,2024-01-18 Washington Wizards,12.0,90.9090909090909,Washington Wizards,Spread Betting,1.0,1.0
4,2024-01-18 Washington Wizards,8.5,84.7457627118644,Washington Wizards,Spread Betting,0.0,1.0
-4,2024-01-18 New York Knicks,-12.0,90.9090909090909,New York Knicks,Spread Betting,1.0,0.0
-4,2024-01-18 New York Knicks,-8.5,90.9090909090909,New York Knicks,Spread Betting,0.0,0.0
-6,2024-01-18 Chicago Bulls,-2.0,92.5925925925926,Chicago Bulls,Spread Betting,1.0,1.0
-6,2024-01-18 Chicago Bulls,-5.5,110.0,Chicago Bulls,Spread Betting,0.0,1.0
6,2024-01-18 Toronto Raptors,2.0,89.28571428571429,Toronto Raptors,Spread Betting,1.0,0.0
6,2024-01-18 Toronto Raptors,5.5,69.44444444444444,Toronto Raptors,Spread Betting,0.0,0.0
40,2024-01-17 Milwaukee Bucks,2.0,84.7457627118644,Milwaukee Bucks,Spread Betting,1.0,0.0
40,2024-01-17 Milwaukee Bucks,19.5,74.07407407407408,Milwaukee Bucks,Spread Betting,0.0,0.0
-40,2024-01-17 Cleveland Cavaliers,-2.0,96.15384615384616,Cleveland Cavaliers,Spread Betting,1.0,1.0
-40,2024-01-17 Cleveland Cavaliers,-19.5,104.0,Cleveland Cavaliers,Spread Betting,0.0,1.0
-24,2024-01-17 Toronto Raptors,3.0,89.28571428571429,Toronto Raptors,Spread Betting,1.0,1.0
-24,2024-01-17 Toronto Raptors,-23.5,81.9672131147541,Toronto Raptors,Spread Betting,0.0,1.0
24,2024-01-17 Miami Heat,-3.5,92.5925925925926,Miami Heat,Spread Betting,1.0,0.0
24,2024-01-17 Miami Heat,23.5,94.33962264150944,Miami Heat,Spread Betting,0.0,0.0
-2,2024-01-17 Atlanta Hawks,-4.5,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,0.0
-2,2024-01-17 Atlanta Hawks,-1.5,88.49557522123894,Atlanta Hawks,Spread Betting,0.0,1.0
2,2024-01-17 Orlando Magic,4.5,90.9090909090909,Orlando Magic,Spread Betting,1.0,1.0
2,2024-01-17 Orlando Magic,1.5,86.95652173913044,Orlando Magic,Spread Betting,0.0,0.0
15,2024-01-17 Houston Rockets,7.5,89.28571428571429,Houston Rockets,Spread Betting,1.0,0.0
15,2024-01-17 Houston Rockets,7.5,100.0,Houston Rockets,Spread Betting,0.0,0.0
-15,2024-01-17 New York Knicks,-7.5,92.5925925925926,New York Knicks,Spread Betting,1.0,1.0
-15,2024-01-17 New York Knicks,-6.5,90.9090909090909,New York Knicks,Spread Betting,0.0,1.0
-7,2024-01-17 Minnesota Timberwolves,-12.5,89.28571428571429,Minnesota Timberwolves,Spread Betting,1.0,0.0
-7,2024-01-17 Minnesota Timberwolves,-13.5,108.0,Minnesota Timberwolves,Spread Betting,0.0,0.0
7,2024-01-17 Detroit Pistons,12.5,92.5925925925926,Detroit Pistons,Spread Betting,1.0,1.0
7,2024-01-17 Detroit Pistons,13.5,71.42857142857143,Detroit Pistons,Spread Betting,0.0,1.0
19,2024-01-17 San Antonio Spurs,15.0,89.28571428571429,San Antonio Spurs,Spread Betting,1.0,0.0
19,2024-01-17 San Antonio Spurs,28.5,76.92307692307693,San Antonio Spurs,Spread Betting,0.0,1.0
-19,2024-01-17 Boston Celtics,-14.5,87.71929824561403,Boston Celtics,Spread Betting,1.0,1.0
-19,2024-01-17 Boston Celtics,-28.5,100.0,Boston Celtics,Spread Betting,0.0,0.0
20,2024-01-17 Charlotte Hornets,12.0,87.71929824561403,Charlotte Hornets,Spread Betting,1.0,0.0
20,2024-01-17 Charlotte Hornets,9.5,87.71929824561403,Charlotte Hornets,Spread Betting,0.0,0.0
-20,2024-01-17 New Orleans Pelicans,-12.0,94.33962264150944,New Orleans Pelicans,Spread Betting,1.0,1.0
-20,2024-01-17 New Orleans Pelicans,-9.5,87.71929824561403,New Orleans Pelicans,Spread Betting,0.0,1.0
-17,2024-01-17 Los Angeles Lakers,-3.0,89.28571428571429,Los Angeles Lakers,Spread Betting,1.0,1.0
-17,2024-01-17 Los Angeles Lakers,-5.5,88.49557522123894,Los Angeles Lakers,Spread Betting,0.0,1.0
17,2024-01-17 Dallas Mavericks,3.0,92.5925925925926,Dallas Mavericks,Spread Betting,1.0,0.0
17,2024-01-17 Dallas Mavericks,5.5,86.95652173913044,Dallas Mavericks,Spread Betting,0.0,0.0
-2,2024-01-17 Portland Trail Blazers,5.0,90.9090909090909,Portland Trail Blazers,Spread Betting,1.0,1.0
-2,2024-01-17 Portland Trail Blazers,4.5,78.125,Portland Trail Blazers,Spread Betting,0.0,1.0
2,2024-01-17 Brooklyn Nets,-5.0,90.9090909090909,Brooklyn Nets,Spread Betting,1.0,0.0
2,2024-01-17 Brooklyn Nets,-4.5,98.0392156862745,Brooklyn Nets,Spread Betting,0.0,0.0
11,2024-01-16 Oklahoma City Thunder,6.0,94.33962264150944,Oklahoma City Thunder,Spread Betting,1.0,0.0
11,2024-01-16 Oklahoma City Thunder,5.5,90.9090909090909,Oklahoma City Thunder,Spread Betting,0.0,0.0
2,2024-01-16 Sacramento Kings,4.5,87.71929824561403,Sacramento Kings,Spread Betting,1.0,1.0
2,2024-01-16 Sacramento Kings,-6.5,72.46376811594203,Sacramento Kings,Spread Betting,0.0,0.0
-2,2024-01-16 Phoenix Suns,-4.0,87.71929824561403,Phoenix Suns,Spread Betting,1.0,0.0
-2,2024-01-16 Phoenix Suns,10.5,78.125,Phoenix Suns,Spread Betting,0.0,1.0
5,2024-01-16 Denver Nuggets,2.0,92.5925925925926,Denver Nuggets,Spread Betting,1.0,0.0
5,2024-01-16 Denver Nuggets,1.5,78.125,Denver Nuggets,Spread Betting,0.0,0.0
-5,2024-01-16 Philadelphia 76ers,-2.0,89.28571428571429,Philadelphia 76ers,Spread Betting,1.0,1.0
-5,2024-01-16 Philadelphia 76ers,1.5,76.92307692307693,Philadelphia 76ers,Spread Betting,0.0,1.0
9,2024-01-15 Houston Rockets,8.5,87.71929824561403,Houston Rockets,Spread Betting,1.0,0.0
9,2024-01-15 Houston Rockets,24.5,100.0,Houston Rockets,Spread Betting,0.0,1.0
-9,2024-01-15 Philadelphia 76ers,-8.0,87.71929824561403,Philadelphia 76ers,Spread Betting,1.0,1.0
-9,2024-01-15 Philadelphia 76ers,-22.5,90.9090909090909,Philadelphia 76ers,Spread Betting,0.0,0.0
-5,2024-01-15 Dallas Mavericks,5.0,90.9090909090909,Dallas Mavericks,Spread Betting,1.0,1.0
-5,2024-01-15 Dallas Mavericks,5.5,76.92307692307693,Dallas Mavericks,Spread Betting,0.0,1.0
5,2024-01-15 New Orleans Pelicans,-4.5,89.28571428571429,New Orleans Pelicans,Spread Betting,1.0,0.0
5,2024-01-15 New Orleans Pelicans,-5.5,100.0,New Orleans Pelicans,Spread Betting,0.0,0.0
12,2024-01-15 Washington Wizards,-6.0,89.28571428571429,Washington Wizards,Spread Betting,1.0,0.0
12,2024-01-15 Washington Wizards,-2.5,68.4931506849315,Washington Wizards,Spread Betting,0.0,0.0
-12,2024-01-15 Detroit Pistons,6.5,90.9090909090909,Detroit Pistons,Spread Betting,1.0,1.0
-12,2024-01-15 Detroit Pistons,2.5,112.0,Detroit Pistons,Spread Betting,0.0,1.0
-4,2024-01-15 Orlando Magic,5.0,94.33962264150944,Orlando Magic,Spread Betting,1.0,1.0
-4,2024-01-15 Orlando Magic,2.5,94.33962264150944,Orlando Magic,Spread Betting,0.0,1.0
10,2024-01-15 San Antonio Spurs,8.0,94.33962264150944,San Antonio Spurs,Spread Betting,1.0,0.0
10,2024-01-15 San Antonio Spurs,31.5,87.71929824561403,San Antonio Spurs,Spread Betting,0.0,1.0
-10,2024-01-15 Atlanta Hawks,-8.0,87.71929824561403,Atlanta Hawks,Spread Betting,1.0,1.0
-10,2024-01-15 Atlanta Hawks,-31.5,87.71929824561403,Atlanta Hawks,Spread Betting,0.0,0.0
-9,2024-01-15 Memphis Grizzlies,7.5,89.28571428571429,Memphis Grizzlies,Spread Betting,1.0,1.0
-9,2024-01-15 Memphis Grizzlies,5.5,100.0,Memphis Grizzlies,Spread Betting,0.0,1.0
9,2024-01-15 Golden State Warriors,-7.5,90.9090909090909,Golden State Warriors,Spread Betting,1.0,0.0
9,2024-01-15 Golden State Warriors,-5.5,76.92307692307693,Golden State Warriors,Spread Betting,0.0,0.0
-18,2024-01-15 Cleveland Cavaliers,-4.5,87.71929824561403,Cleveland Cavaliers,Spread Betting,1.0,1.0
-18,2024-01-15 Cleveland Cavaliers,-12.5,94.33962264150944,Cleveland Cavaliers,Spread Betting,0.0,1.0
18,2024-01-15 Chicago Bulls,4.5,94.33962264150944,Chicago Bulls,Spread Betting,1.0,0.0
18,2024-01-15 Chicago Bulls,12.5,81.9672131147541,Chicago Bulls,Spread Betting,0.0,0.0
-9,2024-01-15 Boston Celtics,-6.5,87.71929824561403,Boston Celtics,Spread Betting,1.0,1.0
-9,2024-01-15 Boston Celtics,-7.5,87.71929824561403,Boston Celtics,Spread Betting,0.0,1.0
4,2024-01-15 New York Knicks,-5.5,90.9090909090909,New York Knicks,Spread Betting,1.0,0.0
4,2024-01-15 New York Knicks,-2.5,81.9672131147541,New York Knicks,Spread Betting,0.0,0.0
-1,2024-01-15 Miami Heat,-0.5,89.28571428571429,Miami Heat,Spread Betting,1.0,1.0
-1,2024-01-15 Miami Heat,9.5,81.9672131147541,Miami Heat,Spread Betting,0.0,1.0
1,2024-01-15 Brooklyn Nets,1.0,89.28571428571429,Brooklyn Nets,Spread Betting,1.0,0.5
1,2024-01-15 Brooklyn Nets,-5.5,80.0,Brooklyn Nets,Spread Betting,0.0,0.0
-27,2024-01-15 Utah Jazz,-7.0,89.28571428571429,Utah Jazz,Spread Betting,1.0,1.0
-27,2024-01-15 Utah Jazz,-9.5,76.92307692307693,Utah Jazz,Spread Betting,0.0,1.0
27,2024-01-15 Indiana Pacers,7.0,92.5925925925926,Indiana Pacers,Spread Betting,1.0,0.0
27,2024-01-15 Indiana Pacers,9.5,100.0,Indiana Pacers,Spread Betting,0.0,0.0
-7,2024-01-15 Los Angeles Lakers,3.0,90.9090909090909,Los Angeles Lakers,Spread Betting,1.0,1.0
-7,2024-01-15 Los Angeles Lakers,0.5,106.0,Los Angeles Lakers,Spread Betting,0.0,1.0
7,2024-01-15 Oklahoma City Thunder,-3.0,90.9090909090909,Oklahoma City Thunder,Spread Betting,1.0,0.0
7,2024-01-15 Oklahoma City Thunder,-0.5,72.46376811594203,Oklahoma City Thunder,Spread Betting,0.0,0.0
9,2024-01-15 Toronto Raptors,6.5,94.33962264150944,Toronto Raptors,Spread Betting,1.0,0.0
9,2024-01-15 Toronto Raptors,7.5,87.71929824561403,Toronto Raptors,Spread Betting,0.0,0.0
11,2024-01-14 Portland Trail Blazers,14.0,94.33962264150944,Portland Trail Blazers,Spread Betting,1.0,1.0
11,2024-01-14 Portland Trail Blazers,17.5,87.71929824561403,Portland Trail Blazers,Spread Betting,0.0,1.0
-11,2024-01-14 Phoenix Suns,-14.0,87.71929824561403,Phoenix Suns,Spread Betting,1.0,0.0
-11,2024-01-14 Phoenix Suns,-13.5,76.92307692307693,Phoenix Suns,Spread Betting,0.0,0.0
1,2024-01-14 Sacramento Kings,4.0,90.9090909090909,Sacramento Kings,Spread Betting,1.0,1.0
1,2024-01-14 Sacramento Kings,1.5,67.56756756756756,Sacramento Kings,Spread Betting,0.0,1.0
-1,2024-01-14 Milwaukee Bucks,-4.0,90.9090909090909,Milwaukee Bucks,Spread Betting,1.0,0.0
-1,2024-01-14 Milwaukee Bucks,-1.5,114.0,Milwaukee Bucks,Spread Betting,0.0,0.0
-4,2024-01-14 Minnesota Timberwolves,-1.0,90.9090909090909,Minnesota Timberwolves,Spread Betting,1.0,1.0
-4,2024-01-14 Minnesota Timberwolves,-2.5,102.0,Minnesota Timberwolves,Spread Betting,0.0,1.0
17,2024-01-14 Charlotte Hornets,8.5,90.9090909090909,Charlotte Hornets,Spread Betting,1.0,0.0
17,2024-01-14 Charlotte Hornets,20.5,106.0,Charlotte Hornets,Spread Betting,0.0,1.0
-17,2024-01-14 Miami Heat,-8.5,90.9090909090909,Miami Heat,Spread Betting,1.0,1.0
-17,2024-01-14 Miami Heat,-22.5,92.5925925925926,Miami Heat,Spread Betting,0.0,0.0
8,2024-01-14 Indiana Pacers,10.5,89.28571428571429,Indiana Pacers,Spread Betting,1.0,1.0
8,2024-01-14 Indiana Pacers,9.5,94.33962264150944,Indiana Pacers,Spread Betting,0.0,1.0
-8,2024-01-14 Denver Nuggets,-10.5,92.5925925925926,Denver Nuggets,Spread Betting,1.0,0.0
