handicap,odds,participant_name,name,description,game_date
-18.5,83.33333333333334,Pho Suns,PHO Suns - PHO Suns,Spread,2023-12-29
-19.5,86.95652173913044,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2023-12-29
19.5,86.95652173913044,Sa Spurs,SA Spurs - SA Spurs,Spread,2023-12-29
-4.5,90.9090909090909,La Clippers,LA Clippers - LA Clippers,Spread,2023-12-29
4.5,83.33333333333334,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2023-12-29
-4.5,86.95652173913044,Mia Heat,MIA Heat - MIA Heat,Spread,2023-12-30
4.5,86.95652173913044,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2023-12-30
0.0,135.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2023-12-30
-3.5,90.9090909090909,Det Pistons,DET Pistons - DET Pistons,Spread,2023-12-30
3.5,83.33333333333334,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2023-12-30
-5.5,86.95652173913044,Ind Pacers,IND Pacers - IND Pacers,Spread,2023-12-30
5.5,86.95652173913044,Ny Knicks,NY Knicks - NY Knicks,Spread,2023-12-30
-6.5,95.23809523809523,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2023-12-30
6.5,80.0,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2023-12-30
0.0,145.0,La Lakers,LA Lakers - LA Lakers,Moneyline,2023-12-30
3.5,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2023-12-30
-3.5,83.33333333333334,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2023-12-30
-9.5,95.23809523809523,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2023-12-30
9.5,80.0,Gs Warriors,GS Warriors - GS Warriors,Spread,2023-12-30
-9.5,80.0,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2023-12-31
9.5,95.23809523809523,Was Wizards,WAS Wizards - WAS Wizards,Spread,2023-12-31
9.5,95.23809523809523,La Lakers,LA Lakers - LA Lakers,Spread,2023-12-31
-9.5,80.0,No Pelicans,NO Pelicans - NO Pelicans,Spread,2023-12-31
5.5,83.33333333333334,Bkn Nets,BKN Nets - BKN Nets,Spread,2023-12-31
-5.5,90.9090909090909,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2023-12-31
-20.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2023-12-31
20.5,90.9090909090909,Sa Spurs,SA Spurs - SA Spurs,Spread,2023-12-31
12.5,83.33333333333334,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2023-12-31
-12.5,90.9090909090909,Sac Kings,SAC Kings - SAC Kings,Spread,2023-12-31
6.5,90.9090909090909,Orl Magic,ORL Magic - ORL Magic,Spread,2023-12-31
-6.5,83.33333333333334,Pho Suns,PHO Suns - PHO Suns,Spread,2023-12-31
7.5,90.9090909090909,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-01
-7.5,83.33333333333334,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-01
7.5,83.33333333333334,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-01
-7.5,90.9090909090909,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-01
13.5,83.33333333333334,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-01
-13.5,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-01
9.5,95.23809523809523,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-01
-9.5,80.0,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-01
21.5,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-01
-21.5,83.33333333333334,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-01
-12.5,83.33333333333334,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-01
12.5,90.9090909090909,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-01
5.5,83.33333333333334,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-01
-5.5,90.9090909090909,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-01
-9.5,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-01
9.5,80.0,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-01
24.5,90.9090909090909,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-02
-24.5,83.33333333333334,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-02
-7.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-02
7.5,83.33333333333334,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-02
19.5,86.95652173913044,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-02
-19.5,86.95652173913044,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-02
0.0,95.23809523809523,Bos Celtics,BOS Celtics - BOS Celtics,Moneyline,2024-01-02
0.0,80.0,Okc Thunder,OKC Thunder - OKC Thunder,Moneyline,2024-01-02
1.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-02
-1.5,90.9090909090909,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-02
0.0,74.07407407407408,Gs Warriors,GS Warriors - GS Warriors,Moneyline,2024-01-02
0.0,105.0,Orl Magic,ORL Magic - ORL Magic,Moneyline,2024-01-02
-1.5,80.0,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-02
1.5,95.23809523809523,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-02
10.5,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-02
-10.5,83.33333333333334,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-02
-18.5,90.9090909090909,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-03
18.5,83.33333333333334,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-03
0.0,110.0,Ind Pacers,IND Pacers - IND Pacers,Moneyline,2024-01-03
0.0,71.42857142857143,Mil Bucks,MIL Bucks - MIL Bucks,Moneyline,2024-01-03
2.5,80.0,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-03
-2.5,95.23809523809523,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-03
-9.5,95.23809523809523,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-03
9.5,80.0,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-03
0.0,114.0,Bkn Nets,BKN Nets - BKN Nets,Moneyline,2024-01-03
0.0,68.96551724137932,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline,2024-01-03
2.5,86.95652173913044,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-03
-2.5,86.95652173913044,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-03
2.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-03
10.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-03
-10.5,83.33333333333334,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-03
-2.5,83.33333333333334,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-03
10.5,83.33333333333334,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-03
-10.5,90.9090909090909,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-03
7.5,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-03
-7.5,86.95652173913044,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-03
-29.5,95.23809523809523,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-03
29.5,80.0,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-03
-15.5,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-03
15.5,80.0,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-03
0.0,120.0,Det Pistons,DET Pistons - DET Pistons,Moneyline,2024-01-03
0.0,66.66666666666666,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline,2024-01-03
2.5,86.95652173913044,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-03
-2.5,86.95652173913044,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-03
0.0,140.0,La Lakers,LA Lakers - LA Lakers,Moneyline,2024-01-03
-1.5,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-03
3.5,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-03
-3.5,83.33333333333334,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-03
1.5,83.33333333333334,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-03
13.5,83.33333333333334,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-03
-13.5,90.9090909090909,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-03
-8.5,80.0,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-04
8.5,95.23809523809523,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-04
-4.5,95.23809523809523,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-04
4.5,80.0,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-04
-27.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-05
27.5,90.9090909090909,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-05
24.5,86.95652173913044,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-05
-24.5,86.95652173913044,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-05
-19.5,90.9090909090909,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-05
19.5,83.33333333333334,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-05
-19.5,90.9090909090909,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-05
19.5,83.33333333333334,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-05
-10.5,95.23809523809523,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-05
10.5,80.0,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-05
8.5,80.0,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-05
-8.5,95.23809523809523,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-05
8.5,80.0,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-05
-8.5,95.23809523809523,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-05
-13.5,90.9090909090909,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-05
13.5,83.33333333333334,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-05
-15.5,90.9090909090909,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-05
15.5,83.33333333333334,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-05
-17.5,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-05
17.5,86.95652173913044,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-05
10.5,90.9090909090909,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-05
-10.5,83.33333333333334,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-05
9.5,90.9090909090909,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-05
-9.5,83.33333333333334,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-05
0.0,135.0,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Moneyline,2024-01-05
-3.5,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-05
3.5,83.33333333333334,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-05
-13.5,83.33333333333334,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-05
13.5,90.9090909090909,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-05
-9.5,95.23809523809523,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-06
9.5,80.0,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-06
-17.5,83.33333333333334,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-06
17.5,90.9090909090909,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-06
0.0,140.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline,2024-01-06
-3.5,80.0,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-06
3.5,95.23809523809523,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-06
-10.5,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-06
10.5,83.33333333333334,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-06
-8.5,86.95652173913044,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-07
8.5,86.95652173913044,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-07
-7.5,90.9090909090909,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-07
7.5,83.33333333333334,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-07
0.0,76.92307692307693,Atl Hawks,ATL Hawks - ATL Hawks,Moneyline,2024-01-07
0.0,100.0,Orl Magic,ORL Magic - ORL Magic,Moneyline,2024-01-07
-1.5,86.95652173913044,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-07
1.5,86.95652173913044,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-07
-25.5,90.9090909090909,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-07
25.5,83.33333333333334,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-07
0.0,68.96551724137932,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline,2024-01-07
0.0,114.0,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Moneyline,2024-01-07
-2.5,86.95652173913044,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-07
2.5,86.95652173913044,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-07
-16.5,83.33333333333334,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-07
16.5,90.9090909090909,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-07
7.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-07
-7.5,83.33333333333334,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-07
11.5,83.33333333333334,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-07
-11.5,90.9090909090909,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-07
0.0,135.0,La Lakers,LA Lakers - LA Lakers,Moneyline,2024-01-07
-3.5,90.9090909090909,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-07
3.5,83.33333333333334,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-07
8.5,86.95652173913044,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-08
-8.5,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-08
-5.5,86.95652173913044,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-08
5.5,86.95652173913044,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-08
-13.5,95.23809523809523,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-08
13.5,80.0,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-08
0.0,140.0,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline,2024-01-08
3.5,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-08
-3.5,83.33333333333334,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-08
9.5,95.23809523809523,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-08
-9.5,80.0,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-08
-8.5,86.95652173913044,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-08
8.5,86.95652173913044,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-08
9.5,83.33333333333334,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-09
-9.5,90.9090909090909,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-09
-28.5,86.95652173913044,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-09
28.5,86.95652173913044,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-09
-18.5,83.33333333333334,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-09
18.5,90.9090909090909,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-09
0.0,140.0,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline,2024-01-09
4.5,83.33333333333334,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-09
-4.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-09
0.0,68.96551724137932,La Lakers,LA Lakers - LA Lakers,Moneyline,2024-01-09
0.0,114.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2024-01-09
-2.5,86.95652173913044,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-09
2.5,86.95652173913044,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-09
-4.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-10
4.5,90.9090909090909,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-10
19.5,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-10
-19.5,83.33333333333334,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-10
15.5,83.33333333333334,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-10
-15.5,90.9090909090909,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-10
-9.5,100.0,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-10
9.5,76.92307692307693,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-10
0.0,100.0,Atl Hawks,ATL Hawks - ATL Hawks,Moneyline,2024-01-10
0.0,76.92307692307693,Phi 76Ers,PHI 76ers - PHI 76ers,Moneyline,2024-01-10
1.5,86.95652173913044,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-10
-1.5,86.95652173913044,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-10
7.5,95.23809523809523,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-10
-7.5,80.0,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-10
-8.5,95.23809523809523,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-10
8.5,80.0,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-10
8.5,90.9090909090909,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-10
-8.5,83.33333333333334,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-10
8.5,95.23809523809523,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-10
-8.5,80.0,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-10
-5.5,90.9090909090909,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-10
5.5,83.33333333333334,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-10
19.5,90.9090909090909,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-11
-19.5,83.33333333333334,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-11
28.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-11
-28.5,90.9090909090909,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-11
-34.5,90.9090909090909,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-11
34.5,83.33333333333334,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-11
-12.5,95.23809523809523,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-11
12.5,80.0,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-11
12.5,83.33333333333334,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-11
-12.5,90.9090909090909,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-11
4.5,80.0,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-12
-4.5,95.23809523809523,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-12
0.0,71.42857142857143,Det Pistons,DET Pistons - DET Pistons,Moneyline,2024-01-12
0.0,110.0,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline,2024-01-12
-1.5,83.33333333333334,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-12
1.5,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-12
-10.5,83.33333333333334,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-12
10.5,90.9090909090909,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-12
-4.5,86.95652173913044,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-12
4.5,86.95652173913044,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-12
-6.5,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-12
6.5,86.95652173913044,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-12
-14.5,83.33333333333334,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-12
14.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-12
-25.5,90.9090909090909,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-12
25.5,83.33333333333334,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-12
16.5,86.95652173913044,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-12
-16.5,86.95652173913044,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-12
5.5,86.95652173913044,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-12
12.5,86.95652173913044,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-12
-12.5,86.95652173913044,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-12
-5.5,86.95652173913044,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-12
-18.5,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-12
18.5,86.95652173913044,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-12
-23.5,90.9090909090909,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-13
23.5,83.33333333333334,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-13
6.5,80.0,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-13
-6.5,95.23809523809523,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-13
6.5,86.95652173913044,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-13
-6.5,86.95652173913044,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-13
6.5,90.9090909090909,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-13
-6.5,83.33333333333334,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-13
-11.5,95.23809523809523,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2024-01-13
11.5,80.0,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-13
-5.5,90.9090909090909,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-13
5.5,83.33333333333334,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-13
-10.5,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-13
10.5,86.95652173913044,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-13
0.0,68.96551724137932,La Lakers,LA Lakers - LA Lakers,Moneyline,2024-01-13
0.0,114.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline,2024-01-13
-2.5,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2024-01-13
2.5,83.33333333333334,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2024-01-13
-7.5,80.0,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2024-01-14
7.5,95.23809523809523,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-14
20.5,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2024-01-14
-20.5,83.33333333333334,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-14
-4.5,83.33333333333334,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2024-01-14
4.5,90.9090909090909,Sac Kings,SAC Kings - SAC Kings,Spread,2024-01-14
4.5,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread,2024-01-14
-4.5,80.0,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2024-01-14
-15.5,90.9090909090909,Pho Suns,PHO Suns - PHO Suns,Spread,2024-01-14
15.5,83.33333333333334,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2024-01-14
18.5,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2024-01-15
-18.5,83.33333333333334,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2024-01-15
0.0,135.0,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline,2024-01-15
3.5,83.33333333333334,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2024-01-15
-3.5,90.9090909090909,No Pelicans,NO Pelicans - NO Pelicans,Spread,2024-01-15
-4.5,80.0,Ny Knicks,NY Knicks - NY Knicks,Spread,2024-01-15
4.5,95.23809523809523,Orl Magic,ORL Magic - ORL Magic,Spread,2024-01-15
0.0,114.0,Det Pistons,DET Pistons - DET Pistons,Moneyline,2024-01-15
0.0,68.96551724137932,Was Wizards,WAS Wizards - WAS Wizards,Moneyline,2024-01-15
1.5,90.9090909090909,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-15
4.5,80.0,Det Pistons,DET Pistons - DET Pistons,Spread,2024-01-15
-4.5,95.23809523809523,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-15
-1.5,83.33333333333334,Was Wizards,WAS Wizards - WAS Wizards,Spread,2024-01-15
-27.5,86.95652173913044,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2024-01-15
27.5,86.95652173913044,Sa Spurs,SA Spurs - SA Spurs,Spread,2024-01-15
-5.5,80.0,Gs Warriors,GS Warriors - GS Warriors,Spread,2024-01-15
5.5,95.23809523809523,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2024-01-15
16.5,80.0,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2024-01-15
-16.5,95.23809523809523,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2024-01-15
-6.5,86.95652173913044,Bkn Nets,BKN Nets - BKN Nets,Spread,2024-01-15
6.5,86.95652173913044,Mia Heat,MIA Heat - MIA Heat,Spread,2024-01-15
0.0,60.24096385542169,Bos Celtics,BOS Celtics - BOS Celtics,Moneyline,2024-01-15
0.0,130.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2024-01-15
-2.5,83.33333333333334,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2024-01-15
2.5,90.9090909090909,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2024-01-15
14.5,80.0,Ind Pacers,IND Pacers - IND Pacers,Spread,2024-01-15
