handicap,odds,participant_name,name,description,game_date
-0.5,95.23809523809523,Phi 76Ers,PHI 76ers - PHI 76ers,Spread 1st Half,2023-11-25
0.0,92.5925925925926,Okc Thunder,OKC Thunder - OKC Thunder,Moneyline 1st Quarter,2023-11-25
0.0,89.28571428571429,Phi 76Ers,PHI 76ers - PHI 76ers,Moneyline 1st Quarter,2023-11-25
0.5,84.7457627118644,Okc Thunder,OKC Thunder - OKC Thunder,Spread 1st Quarter,2023-11-25
-0.5,98.0392156862745,Phi 76Ers,PHI 76ers - PHI 76ers,Spread 1st Quarter,2023-11-25
-7.5,90.9090909090909,Bkn Nets,BKN Nets - BKN Nets,Spread,2023-11-25
7.5,90.9090909090909,Mia Heat,MIA Heat - MIA Heat,Spread,2023-11-25
-4.0,92.5925925925926,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Half,2023-11-25
4.0,89.28571428571429,Mia Heat,MIA Heat - MIA Heat,Spread 1st Half,2023-11-25
0.0,58.82352941176471,Bkn Nets,BKN Nets - BKN Nets,Moneyline 1st Quarter,2023-11-25
0.0,142.0,Mia Heat,MIA Heat - MIA Heat,Moneyline 1st Quarter,2023-11-25
-2.5,95.23809523809523,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Quarter,2023-11-25
2.5,86.95652173913044,Mia Heat,MIA Heat - MIA Heat,Spread 1st Quarter,2023-11-25
-8.5,90.9090909090909,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2023-11-25
8.5,90.9090909090909,Was Wizards,WAS Wizards - WAS Wizards,Spread,2023-11-25
-4.5,89.28571428571429,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Half,2023-11-25
4.5,92.5925925925926,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Half,2023-11-25
0.0,145.0,Was Wizards,WAS Wizards - WAS Wizards,Moneyline 1st Quarter,2023-11-25
-2.5,90.9090909090909,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Quarter,2023-11-25
2.5,90.9090909090909,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Quarter,2023-11-25
0.0,145.0,La Lakers,LA Lakers - LA Lakers,Moneyline,2023-11-25
-4.0,90.9090909090909,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2023-11-25
4.0,90.9090909090909,La Lakers,LA Lakers - LA Lakers,Spread,2023-11-25
0.0,61.72839506172839,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Half,2023-11-25
0.0,136.0,La Lakers,LA Lakers - LA Lakers,Moneyline 1st Half,2023-11-25
-2.0,86.95652173913044,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Half,2023-11-25
2.0,95.23809523809523,La Lakers,LA Lakers - LA Lakers,Spread 1st Half,2023-11-25
0.0,70.4225352112676,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Quarter,2023-11-25
0.0,120.0,La Lakers,LA Lakers - LA Lakers,Moneyline 1st Quarter,2023-11-25
-1.0,86.95652173913044,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Quarter,2023-11-25
1.0,95.23809523809523,La Lakers,LA Lakers - LA Lakers,Spread 1st Quarter,2023-11-25
0.0,64.51612903225806,No Pelicans,NO Pelicans - NO Pelicans,Moneyline,2023-11-25
0.0,130.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline,2023-11-25
-3.0,89.28571428571429,No Pelicans,NO Pelicans - NO Pelicans,Spread,2023-11-25
3.0,92.5925925925926,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2023-11-25
0.0,70.4225352112676,No Pelicans,NO Pelicans - NO Pelicans,Moneyline 1st Half,2023-11-25
0.0,120.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline 1st Half,2023-11-25
-1.5,86.95652173913044,No Pelicans,NO Pelicans - NO Pelicans,Spread 1st Half,2023-11-25
1.5,95.23809523809523,Uta Jazz,UTA Jazz - UTA Jazz,Spread 1st Half,2023-11-25
0.0,76.92307692307693,No Pelicans,NO Pelicans - NO Pelicans,Moneyline 1st Quarter,2023-11-25
0.0,110.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline 1st Quarter,2023-11-25
-1.0,92.5925925925926,No Pelicans,NO Pelicans - NO Pelicans,Spread 1st Quarter,2023-11-25
1.0,89.28571428571429,Uta Jazz,UTA Jazz - UTA Jazz,Spread 1st Quarter,2023-11-25
0.0,102.0,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline,2023-11-25
0.0,81.9672131147541,La Clippers,LA Clippers - LA Clippers,Moneyline,2023-11-25
2.0,86.95652173913044,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2023-11-25
-2.0,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread,2023-11-25
0.0,98.0392156862745,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline 1st Half,2023-11-25
0.0,84.7457627118644,La Clippers,LA Clippers - LA Clippers,Moneyline 1st Half,2023-11-25
0.5,89.28571428571429,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread 1st Half,2023-11-25
-0.5,92.5925925925926,La Clippers,LA Clippers - LA Clippers,Spread 1st Half,2023-11-25
0.0,92.5925925925926,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline 1st Quarter,2023-11-25
0.0,89.28571428571429,La Clippers,LA Clippers - LA Clippers,Moneyline 1st Quarter,2023-11-25
0.5,84.7457627118644,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread 1st Quarter,2023-11-25
-0.5,98.0392156862745,La Clippers,LA Clippers - LA Clippers,Spread 1st Quarter,2023-11-25
-13.0,92.5925925925926,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2023-11-26
13.0,89.28571428571429,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2023-11-26
-7.5,89.28571428571429,Mil Bucks,MIL Bucks - MIL Bucks,Spread 1st Half,2023-11-26
7.5,92.5925925925926,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread 1st Half,2023-11-26
-4.5,95.23809523809523,Mil Bucks,MIL Bucks - MIL Bucks,Spread 1st Quarter,2023-11-26
4.5,86.95652173913044,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread 1st Quarter,2023-11-26
7.0,92.5925925925926,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2023-11-26
-7.0,89.28571428571429,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2023-11-26
4.0,90.9090909090909,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Half,2023-11-26
-4.0,90.9090909090909,Bos Celtics,BOS Celtics - BOS Celtics,Spread 1st Half,2023-11-26
0.0,140.0,Atl Hawks,ATL Hawks - ATL Hawks,Moneyline 1st Quarter,2023-11-26
0.0,60.24096385542169,Bos Celtics,BOS Celtics - BOS Celtics,Moneyline 1st Quarter,2023-11-26
2.0,92.5925925925926,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Quarter,2023-11-26
-2.0,89.28571428571429,Bos Celtics,BOS Celtics - BOS Celtics,Spread 1st Quarter,2023-11-26
-6.0,89.28571428571429,Ny Knicks,NY Knicks - NY Knicks,Spread,2023-11-26
6.0,92.5925925925926,Pho Suns,PHO Suns - PHO Suns,Spread,2023-11-26
-3.5,92.5925925925926,Ny Knicks,NY Knicks - NY Knicks,Spread 1st Half,2023-11-26
3.5,89.28571428571429,Pho Suns,PHO Suns - PHO Suns,Spread 1st Half,2023-11-26
0.0,64.51612903225806,Ny Knicks,NY Knicks - NY Knicks,Moneyline 1st Quarter,2023-11-26
0.0,130.0,Pho Suns,PHO Suns - PHO Suns,Moneyline 1st Quarter,2023-11-26
-1.5,86.95652173913044,Ny Knicks,NY Knicks - NY Knicks,Spread 1st Quarter,2023-11-26
1.5,95.23809523809523,Pho Suns,PHO Suns - PHO Suns,Spread 1st Quarter,2023-11-26
6.5,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2023-11-26
-6.5,90.9090909090909,Orl Magic,ORL Magic - ORL Magic,Spread,2023-11-26
3.5,95.23809523809523,Cha Hornets,CHA Hornets - CHA Hornets,Spread 1st Half,2023-11-26
-3.5,86.95652173913044,Orl Magic,ORL Magic - ORL Magic,Spread 1st Half,2023-11-26
0.0,136.0,Cha Hornets,CHA Hornets - CHA Hornets,Moneyline 1st Quarter,2023-11-26
0.0,61.72839506172839,Orl Magic,ORL Magic - ORL Magic,Moneyline 1st Quarter,2023-11-26
2.0,90.9090909090909,Cha Hornets,CHA Hornets - CHA Hornets,Spread 1st Quarter,2023-11-26
-2.0,90.9090909090909,Orl Magic,ORL Magic - ORL Magic,Spread 1st Quarter,2023-11-26
6.5,92.5925925925926,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2023-11-26
-6.5,89.28571428571429,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2023-11-26
3.5,95.23809523809523,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread 1st Half,2023-11-26
-3.5,86.95652173913044,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread 1st Half,2023-11-26
0.0,130.0,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Moneyline 1st Quarter,2023-11-26
0.0,64.51612903225806,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Moneyline 1st Quarter,2023-11-26
2.0,86.95652173913044,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread 1st Quarter,2023-11-26
-2.0,95.23809523809523,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread 1st Quarter,2023-11-26
0.0,64.51612903225806,Bkn Nets,BKN Nets - BKN Nets,Moneyline,2023-11-26
0.0,130.0,Chi Bulls,CHI Bulls - CHI Bulls,Moneyline,2023-11-26
-3.0,90.9090909090909,Bkn Nets,BKN Nets - BKN Nets,Spread,2023-11-26
3.0,90.9090909090909,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2023-11-26
0.0,70.4225352112676,Bkn Nets,BKN Nets - BKN Nets,Moneyline 1st Half,2023-11-26
0.0,120.0,Chi Bulls,CHI Bulls - CHI Bulls,Moneyline 1st Half,2023-11-26
-2.0,95.23809523809523,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Half,2023-11-26
2.0,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread 1st Half,2023-11-26
0.0,76.92307692307693,Bkn Nets,BKN Nets - BKN Nets,Moneyline 1st Quarter,2023-11-26
0.0,110.0,Chi Bulls,CHI Bulls - CHI Bulls,Moneyline 1st Quarter,2023-11-26
-1.0,92.5925925925926,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Quarter,2023-11-26
1.0,89.28571428571429,Chi Bulls,CHI Bulls - CHI Bulls,Spread 1st Quarter,2023-11-26
0.0,64.51612903225806,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline,2023-11-26
0.0,130.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2023-11-26
-3.0,89.28571428571429,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2023-11-26
3.0,92.5925925925926,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2023-11-26
0.0,70.4225352112676,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Half,2023-11-26
0.0,120.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Half,2023-11-26
-1.5,89.28571428571429,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Half,2023-11-26
1.5,92.5925925925926,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Half,2023-11-26
0.0,76.92307692307693,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Quarter,2023-11-26
0.0,110.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Quarter,2023-11-26
-1.0,92.5925925925926,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Quarter,2023-11-26
1.0,89.28571428571429,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Quarter,2023-11-26
-10.5,89.28571428571429,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2023-11-26
10.5,92.5925925925926,Sa Spurs,SA Spurs - SA Spurs,Spread,2023-11-26
-6.0,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread 1st Half,2023-11-26
6.0,95.23809523809523,Sa Spurs,SA Spurs - SA Spurs,Spread 1st Half,2023-11-26
-3.0,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread 1st Quarter,2023-11-26
3.0,95.23809523809523,Sa Spurs,SA Spurs - SA Spurs,Spread 1st Quarter,2023-11-26
0.0,76.92307692307693,Det Pistons,DET Pistons - DET Pistons,Moneyline,2023-11-27
0.0,110.0,Was Wizards,WAS Wizards - WAS Wizards,Moneyline,2023-11-27
-2.0,89.28571428571429,Det Pistons,DET Pistons - DET Pistons,Spread,2023-11-27
2.0,92.5925925925926,Was Wizards,WAS Wizards - WAS Wizards,Spread,2023-11-27
0.0,76.92307692307693,Det Pistons,DET Pistons - DET Pistons,Moneyline 1st Half,2023-11-27
0.0,110.0,Was Wizards,WAS Wizards - WAS Wizards,Moneyline 1st Half,2023-11-27
-0.5,86.95652173913044,Det Pistons,DET Pistons - DET Pistons,Spread 1st Half,2023-11-27
0.5,95.23809523809523,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Half,2023-11-27
0.0,81.9672131147541,Det Pistons,DET Pistons - DET Pistons,Moneyline 1st Quarter,2023-11-27
0.0,102.0,Was Wizards,WAS Wizards - WAS Wizards,Moneyline 1st Quarter,2023-11-27
-0.5,89.28571428571429,Det Pistons,DET Pistons - DET Pistons,Spread 1st Quarter,2023-11-27
0.5,92.5925925925926,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Quarter,2023-11-27
-12.0,86.95652173913044,Ind Pacers,IND Pacers - IND Pacers,Spread,2023-11-27
12.0,95.23809523809523,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread,2023-11-27
-7.0,89.28571428571429,Ind Pacers,IND Pacers - IND Pacers,Spread 1st Half,2023-11-27
7.0,92.5925925925926,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread 1st Half,2023-11-27
-4.0,89.28571428571429,Ind Pacers,IND Pacers - IND Pacers,Spread 1st Quarter,2023-11-27
4.0,92.5925925925926,Por Trail Blazers,POR Trail Blazers - POR Trail Blazers,Spread 1st Quarter,2023-11-27
5.5,95.23809523809523,La Lakers,LA Lakers - LA Lakers,Spread,2023-11-27
-5.5,86.95652173913044,Phi 76Ers,PHI 76ers - PHI 76ers,Spread,2023-11-27
0.0,150.0,La Lakers,LA Lakers - LA Lakers,Moneyline 1st Half,2023-11-27
3.0,92.5925925925926,La Lakers,LA Lakers - LA Lakers,Spread 1st Half,2023-11-27
-3.0,89.28571428571429,Phi 76Ers,PHI 76ers - PHI 76ers,Spread 1st Half,2023-11-27
0.0,145.0,La Lakers,LA Lakers - LA Lakers,Moneyline 1st Quarter,2023-11-27
1.5,100.0,La Lakers,LA Lakers - LA Lakers,Spread 1st Quarter,2023-11-27
-1.5,83.33333333333334,Phi 76Ers,PHI 76ers - PHI 76ers,Spread 1st Quarter,2023-11-27
-6.0,86.95652173913044,No Pelicans,NO Pelicans - NO Pelicans,Spread,2023-11-27
6.0,95.23809523809523,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2023-11-27
-4.0,89.28571428571429,No Pelicans,NO Pelicans - NO Pelicans,Spread 1st Half,2023-11-27
4.0,92.5925925925926,Uta Jazz,UTA Jazz - UTA Jazz,Spread 1st Half,2023-11-27
-2.5,90.9090909090909,No Pelicans,NO Pelicans - NO Pelicans,Spread 1st Quarter,2023-11-27
2.5,90.9090909090909,Uta Jazz,UTA Jazz - UTA Jazz,Spread 1st Quarter,2023-11-27
11.5,90.9090909090909,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread,2023-11-27
-11.5,89.28571428571429,La Clippers,LA Clippers - LA Clippers,Spread,2023-11-27
7.0,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread 1st Half,2023-11-27
-7.0,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread 1st Half,2023-11-27
4.0,86.95652173913044,Den Nuggets,DEN Nuggets - DEN Nuggets,Spread 1st Quarter,2023-11-27
-4.0,95.23809523809523,La Clippers,LA Clippers - LA Clippers,Spread 1st Quarter,2023-11-27
-13.0,90.9090909090909,Bos Celtics,BOS Celtics - BOS Celtics,Spread,2023-11-28
13.0,90.9090909090909,Chi Bulls,CHI Bulls - CHI Bulls,Spread,2023-11-28
-7.5,95.23809523809523,Bos Celtics,BOS Celtics - BOS Celtics,Spread 1st Half,2023-11-28
7.5,86.95652173913044,Chi Bulls,CHI Bulls - CHI Bulls,Spread 1st Half,2023-11-28
-4.0,89.28571428571429,Bos Celtics,BOS Celtics - BOS Celtics,Spread 1st Quarter,2023-11-28
4.0,92.5925925925926,Chi Bulls,CHI Bulls - CHI Bulls,Spread 1st Quarter,2023-11-28
0.0,83.33333333333334,Bkn Nets,BKN Nets - BKN Nets,Moneyline,2023-11-28
0.0,100.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2023-11-28
-1.5,86.95652173913044,Bkn Nets,BKN Nets - BKN Nets,Spread,2023-11-28
1.5,95.23809523809523,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2023-11-28
0.0,80.0,Bkn Nets,BKN Nets - BKN Nets,Moneyline 1st Half,2023-11-28
0.0,105.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Half,2023-11-28
-1.0,86.95652173913044,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Half,2023-11-28
1.0,95.23809523809523,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Half,2023-11-28
0.0,76.92307692307693,Bkn Nets,BKN Nets - BKN Nets,Moneyline 1st Quarter,2023-11-28
0.0,110.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Quarter,2023-11-28
-1.0,95.23809523809523,Bkn Nets,BKN Nets - BKN Nets,Spread 1st Quarter,2023-11-28
1.0,86.95652173913044,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Quarter,2023-11-28
4.5,90.9090909090909,Atl Hawks,ATL Hawks - ATL Hawks,Spread,2023-11-28
-4.5,90.9090909090909,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread,2023-11-28
0.0,136.0,Atl Hawks,ATL Hawks - ATL Hawks,Moneyline 1st Half,2023-11-28
0.0,61.72839506172839,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Half,2023-11-28
2.5,89.28571428571429,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Half,2023-11-28
-2.5,92.5925925925926,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Half,2023-11-28
0.0,120.0,Atl Hawks,ATL Hawks - ATL Hawks,Moneyline 1st Quarter,2023-11-28
0.0,70.4225352112676,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Moneyline 1st Quarter,2023-11-28
1.5,86.95652173913044,Atl Hawks,ATL Hawks - ATL Hawks,Spread 1st Quarter,2023-11-28
-1.5,95.23809523809523,Cle Cavaliers,CLE Cavaliers - CLE Cavaliers,Spread 1st Quarter,2023-11-28
4.5,95.23809523809523,Mia Heat,MIA Heat - MIA Heat,Spread,2023-11-28
-4.5,86.95652173913044,Mil Bucks,MIL Bucks - MIL Bucks,Spread,2023-11-28
0.0,124.0,Mia Heat,MIA Heat - MIA Heat,Moneyline 1st Half,2023-11-28
0.0,67.56756756756756,Mil Bucks,MIL Bucks - MIL Bucks,Moneyline 1st Half,2023-11-28
2.5,86.95652173913044,Mia Heat,MIA Heat - MIA Heat,Spread 1st Half,2023-11-28
-2.5,95.23809523809523,Mil Bucks,MIL Bucks - MIL Bucks,Spread 1st Half,2023-11-28
0.0,120.0,Mia Heat,MIA Heat - MIA Heat,Moneyline 1st Quarter,2023-11-28
0.0,70.4225352112676,Mil Bucks,MIL Bucks - MIL Bucks,Moneyline 1st Quarter,2023-11-28
1.5,90.9090909090909,Mia Heat,MIA Heat - MIA Heat,Spread 1st Quarter,2023-11-28
-1.5,90.9090909090909,Mil Bucks,MIL Bucks - MIL Bucks,Spread 1st Quarter,2023-11-28
11.5,92.5925925925926,Cha Hornets,CHA Hornets - CHA Hornets,Spread,2023-11-28
-11.5,89.28571428571429,Ny Knicks,NY Knicks - NY Knicks,Spread,2023-11-28
6.5,92.5925925925926,Cha Hornets,CHA Hornets - CHA Hornets,Spread 1st Half,2023-11-28
-6.5,89.28571428571429,Ny Knicks,NY Knicks - NY Knicks,Spread 1st Half,2023-11-28
4.0,86.95652173913044,Cha Hornets,CHA Hornets - CHA Hornets,Spread 1st Quarter,2023-11-28
-4.0,95.23809523809523,Ny Knicks,NY Knicks - NY Knicks,Spread 1st Quarter,2023-11-28
0.0,64.51612903225806,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Moneyline,2023-11-28
0.0,130.0,Okc Thunder,OKC Thunder - OKC Thunder,Moneyline,2023-11-28
-3.0,89.28571428571429,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread,2023-11-28
3.0,92.5925925925926,Okc Thunder,OKC Thunder - OKC Thunder,Spread,2023-11-28
0.0,70.4225352112676,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Moneyline 1st Half,2023-11-28
0.0,120.0,Okc Thunder,OKC Thunder - OKC Thunder,Moneyline 1st Half,2023-11-28
-1.5,90.9090909090909,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread 1st Half,2023-11-28
1.5,90.9090909090909,Okc Thunder,OKC Thunder - OKC Thunder,Spread 1st Half,2023-11-28
0.0,80.0,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Moneyline 1st Quarter,2023-11-28
0.0,105.0,Okc Thunder,OKC Thunder - OKC Thunder,Moneyline 1st Quarter,2023-11-28
-0.5,89.28571428571429,Min Timberwolves,MIN Timberwolves - MIN Timberwolves,Spread 1st Quarter,2023-11-28
0.5,92.5925925925926,Okc Thunder,OKC Thunder - OKC Thunder,Spread 1st Quarter,2023-11-28
0.0,150.0,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline,2023-11-28
-4.0,89.28571428571429,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread,2023-11-28
4.0,92.5925925925926,Hou Rockets,HOU Rockets - HOU Rockets,Spread,2023-11-28
0.0,64.51612903225806,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline 1st Half,2023-11-28
0.0,136.0,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline 1st Half,2023-11-28
-2.0,89.28571428571429,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread 1st Half,2023-11-28
2.0,92.5925925925926,Hou Rockets,HOU Rockets - HOU Rockets,Spread 1st Half,2023-11-28
0.0,74.07407407407408,Dal Mavericks,DAL Mavericks - DAL Mavericks,Moneyline 1st Quarter,2023-11-28
0.0,114.0,Hou Rockets,HOU Rockets - HOU Rockets,Moneyline 1st Quarter,2023-11-28
-1.0,90.9090909090909,Dal Mavericks,DAL Mavericks - DAL Mavericks,Spread 1st Quarter,2023-11-28
1.0,90.9090909090909,Hou Rockets,HOU Rockets - HOU Rockets,Spread 1st Quarter,2023-11-28
0.0,105.0,Gs Warriors,GS Warriors - GS Warriors,Moneyline,2023-11-28
0.0,80.0,Sac Kings,SAC Kings - SAC Kings,Moneyline,2023-11-28
1.5,92.5925925925926,Gs Warriors,GS Warriors - GS Warriors,Spread,2023-11-28
-1.5,89.28571428571429,Sac Kings,SAC Kings - SAC Kings,Spread,2023-11-28
0.0,105.0,Gs Warriors,GS Warriors - GS Warriors,Moneyline 1st Half,2023-11-28
0.0,80.0,Sac Kings,SAC Kings - SAC Kings,Moneyline 1st Half,2023-11-28
1.0,92.5925925925926,Gs Warriors,GS Warriors - GS Warriors,Spread 1st Half,2023-11-28
-1.0,89.28571428571429,Sac Kings,SAC Kings - SAC Kings,Spread 1st Half,2023-11-28
0.0,95.23809523809523,Gs Warriors,GS Warriors - GS Warriors,Moneyline 1st Quarter,2023-11-28
0.0,86.95652173913044,Sac Kings,SAC Kings - SAC Kings,Moneyline 1st Quarter,2023-11-28
0.5,84.7457627118644,Gs Warriors,GS Warriors - GS Warriors,Spread 1st Quarter,2023-11-28
-0.5,98.0392156862745,Sac Kings,SAC Kings - SAC Kings,Spread 1st Quarter,2023-11-28
7.5,92.5925925925926,Det Pistons,DET Pistons - DET Pistons,Spread,2023-11-29
-7.5,89.28571428571429,La Lakers,LA Lakers - LA Lakers,Spread,2023-11-29
4.0,89.28571428571429,Det Pistons,DET Pistons - DET Pistons,Spread 1st Half,2023-11-29
-4.0,92.5925925925926,La Lakers,LA Lakers - LA Lakers,Spread 1st Half,2023-11-29
0.0,150.0,Det Pistons,DET Pistons - DET Pistons,Moneyline 1st Quarter,2023-11-29
2.5,92.5925925925926,Det Pistons,DET Pistons - DET Pistons,Spread 1st Quarter,2023-11-29
-2.5,89.28571428571429,La Lakers,LA Lakers - LA Lakers,Spread 1st Quarter,2023-11-29
-10.0,89.28571428571429,Orl Magic,ORL Magic - ORL Magic,Spread,2023-11-29
10.0,92.5925925925926,Was Wizards,WAS Wizards - WAS Wizards,Spread,2023-11-29
-6.0,90.9090909090909,Orl Magic,ORL Magic - ORL Magic,Spread 1st Half,2023-11-29
6.0,90.9090909090909,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Half,2023-11-29
-3.0,89.28571428571429,Orl Magic,ORL Magic - ORL Magic,Spread 1st Quarter,2023-11-29
3.0,92.5925925925926,Was Wizards,WAS Wizards - WAS Wizards,Spread 1st Quarter,2023-11-29
0.0,61.72839506172839,Pho Suns,PHO Suns - PHO Suns,Moneyline,2023-11-29
0.0,136.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline,2023-11-29
-3.0,89.28571428571429,Pho Suns,PHO Suns - PHO Suns,Spread,2023-11-29
3.0,92.5925925925926,Tor Raptors,TOR Raptors - TOR Raptors,Spread,2023-11-29
0.0,70.4225352112676,Pho Suns,PHO Suns - PHO Suns,Moneyline 1st Half,2023-11-29
0.0,120.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Half,2023-11-29
-2.0,95.23809523809523,Pho Suns,PHO Suns - PHO Suns,Spread 1st Half,2023-11-29
2.0,86.95652173913044,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Half,2023-11-29
0.0,74.07407407407408,Pho Suns,PHO Suns - PHO Suns,Moneyline 1st Quarter,2023-11-29
0.0,114.0,Tor Raptors,TOR Raptors - TOR Raptors,Moneyline 1st Quarter,2023-11-29
-1.0,90.9090909090909,Pho Suns,PHO Suns - PHO Suns,Spread 1st Quarter,2023-11-29
1.0,90.9090909090909,Tor Raptors,TOR Raptors - TOR Raptors,Spread 1st Quarter,2023-11-29
0.0,60.24096385542169,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Moneyline,2023-11-29
0.0,140.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline,2023-11-29
-3.5,90.9090909090909,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Spread,2023-11-29
3.5,90.9090909090909,Uta Jazz,UTA Jazz - UTA Jazz,Spread,2023-11-29
0.0,64.51612903225806,Mem Grizzlies,MEM Grizzlies - MEM Grizzlies,Moneyline 1st Half,2023-11-29
0.0,130.0,Uta Jazz,UTA Jazz - UTA Jazz,Moneyline 1st Half,2023-11-29
